slug,h1,marker,vendor,term,unit,min_qty,sku,category,hero_starts_vhodit,has_faq,has_related,has_seo_text,has_use_cases,h2s
me-application-control-plus-professional-100-workstations,"ManageEngine Application Control Plus Professional, 100 рабочих мест",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-APPCTRLPRO-TEAM-1Y-PACK-100WS,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-applications-manager-enterprise-100-monitors-with-1-user,"ManageEngine Applications Manager Enterprise, 10 наблюдаемых компонентов и один пользователь",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-APPMGRENT-TEAM-1Y-PACK-100MON1USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-applications-manager-professional-10-monitors-with-1-user,"ManageEngine Applications Manager Professional, 10 наблюдаемых компонентов и один пользователь",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-APPMGRPRO-TEAM-1Y-PACK-10MON1USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-assetexplorer-250-it-assets,"ManageEngine AssetExplorer, 250 ИТ-активов",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-ASSETEXPL-TEAM-1Y-PACK-250AST,Сервис-деск и поддержка,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-browser-security-plus-professional-50-computers-and-single-user-license,"ManageEngine Browser Security Plus Professional, 50 компьютеров и одно рабочее место администратора",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-BROWSERSEC-TEAM-1Y-PACK-50PC1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-cloud-security-plus-1-cloud-account,"ManageEngine Cloud Security Plus, 1 облачная учётная запись",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-CLOUDSEC-TEAM-1Y-PACK-1ACC,Антивирусы и безопасность,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-datasecurity-plus-professional-data-leak-prevention-100-workstations,"ManageEngine DataSecurity Plus Professional, 100 рабочих мест",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-DATASECDLP-TEAM-1Y-PACK-100WS,Антивирусы и безопасность,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-datasecurity-plus-professional-data-risk-assessment-2-tb,"ManageEngine DataSecurity Plus Professional, Data Risk Assessment, 2 терабайта",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-DATASECDRA-TEAM-1Y-PACK-2TB,Антивирусы и безопасность,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-datasecurity-plus-professional-file-server-auditing-2-file-servers,"ManageEngine DataSecurity Plus Professional, 2 файловых сервера",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-DATASECFSA-TEAM-1Y-PACK-2FS,Антивирусы и безопасность,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-datasecurity-plus-professional-fileanalysis-2-tb,"ManageEngine DataSecurity Plus Professional, File Analysis, 2 терабайта",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-DATASECFA-TEAM-1Y-PACK-2TB,Антивирусы и безопасность,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-datasecurity-plus-professional-nas-server-1-netapp-nutanix-file-server,"ManageEngine DataSecurity Plus Professional, один файловый сервер",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-DATASECNAS-TEAM-1Y-PACK-1NAS,Антивирусы и безопасность,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-ddi-central-enterprise-5-dns-clusters-5-dhcp-clusters-5-ntp-servers,"ManageEngine DDI Central Enterprise, 5 кластеров DNS",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-DDIENT-TEAM-1Y-PACK-5DNS,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-ddi-central-professional-2-dns-clusters-2-dhcp-clusters-3-ntp-servers,"ManageEngine DDI Central Professional, 2 кластера DNS",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-DDIPRO-TEAM-1Y-PACK-2DNS,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-device-control-plus-professional-100-computers,"ManageEngine Device Control Plus Professional, 100 компьютеров",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-DEVCTRLPRO-TEAM-1Y-PACK-100PC,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-endpoint-central-enterprise-distributed-enterprise-10-servers-and-single-user-license,"ManageEngine Endpoint Central Enterprise (Distributed), 10 серверов и одно рабочее место администратора",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-ENDPTCTRLENT-TEAM-1Y-PACK-10SRV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-endpoint-central-msp-50-endpoints-and-1-technician,"ManageEngine Endpoint Central MSP, 50 рабочих мест и один специалист",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-ENDPTCTRLMSP-TEAM-1Y-PACK-50EP1TECH,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-endpoint-central-professional-10-servers-and-single-user-license,"ManageEngine Endpoint Central Professional, 10 серверов и одно рабочее место администратора",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-ENDPTCTRLPRO-TEAM-1Y-PACK-10SRV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-endpoint-central-security-10-servers-and-single-user-license,"ManageEngine Endpoint Central Security, 10 серверов и одно рабочее место администратора",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-ENDPTCTRLSEC-TEAM-1Y-PACK-10SRV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-endpoint-central-uem-10-servers-and-single-user-license,"ManageEngine Endpoint Central UEM, 10 серверов и одно рабочее место администратора",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-ENDPTCTRLUEM-TEAM-1Y-PACK-10SRV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-endpoint-dlp-plus-professional-100-workstations,"ManageEngine Endpoint DLP Plus Professional, 100 рабочих мест",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-ENDPTDLPPRO-TEAM-1Y-PACK-100WS,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-exchange-reporter-plus-professional-100-mailboxes,"ManageEngine Exchange Reporter Plus Professional, 100 почтовых ящиков",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-EXCHREPPRO-TEAM-1Y-PACK-100MBX,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-exchange-reporter-plus-standard-100-mailboxes,"ManageEngine Exchange Reporter Plus Standard, 100 почтовых ящиков",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-EXCHREPSTD-TEAM-1Y-PACK-100MBX,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-fileanalysis-professional-2-tb,"ManageEngine FileAnalysis Professional, 2 терабайта",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-FILEANALPRO-TEAM-1Y-PACK-2TB,Антивирусы и безопасность,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-firewall-analyzer-enterprise-20-devices-pack-with-2-users,"ManageEngine Firewall Analyzer Enterprise, 1 устройство и 2 пользователя",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-FWANALYZENT-TEAM-1Y-PACK-20DEV2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-firewall-analyzer-professional-1-device-pack-with-2-users,"ManageEngine Firewall Analyzer Professional, 1 устройство и 2 пользователя",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-FWANALYZPRO-TEAM-1Y-PACK-1DEV2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-firewall-analyzer-standard-1-device-pack-with-2-users,"ManageEngine Firewall Analyzer Standard, 1 устройство и 2 пользователя",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-FWANALYZSTD-TEAM-1Y-PACK-1DEV2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-key-manager-plus-25-keys,"ManageEngine Key Manager Plus, 25 сертификатов и ключей",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-KEYMGR-TEAM-1Y-PACK-25KEY,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-m365-manager-plus-professional-100-users-mailboxes-with-1-help-desk-technic,"ManageEngine M365 Manager Plus Professional, 100 пользователей и один специалист поддержки",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-M365MGRPRO-TEAM-1Y-PACK-100USR1TECH,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-m365-manager-plus-standard-100-users-mailboxes-with-1-help-desk-technic,"ManageEngine M365 Manager Plus Standard, 100 пользователей и один специалист поддержки",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-M365MGRSTD-TEAM-1Y-PACK-100USR1TECH,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-m365-security-plus-standard-100-users-mailboxes-with-1-help-desk-technic,"ManageEngine M365 Security Plus Standard, 100 пользователей и один специалист поддержки",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-M365SECSTD-TEAM-1Y-PACK-100USR1TECH,Антивирусы и безопасность,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-malware-protection-plus-enterprise-10-servers,"ManageEngine Malware Protection Plus Enterprise, 10 серверов",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-MALWAREPROT-TEAM-1Y-PACK-10SRV,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-mobile-device-manager-plus-msp-professional-single-user-license-with-50-mobile-devices,"ManageEngine Mobile Device Manager Plus MSP Professional, 50 мобильных устройств и один специалист",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-MDMMSPPRO-TEAM-1Y-PACK-50MDEV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-mobile-device-manager-plus-msp-standard-single-user-license-with-50-mobile-devices,"ManageEngine Mobile Device Manager Plus MSP Standard, 50 мобильных устройств и один специалист",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-MDMMSPSTD-TEAM-1Y-PACK-50MDEV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-mobile-device-manager-plus-professional-single-user-license-with-50-mobile-devices,"ManageEngine Mobile Device Manager Plus Professional, 50 мобильных устройств и одно рабочее место администратора",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-MDMPRO-TEAM-1Y-PACK-50MDEV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-mobile-device-manager-plus-standard-single-user-license-with-50-mobile-devices,"ManageEngine Mobile Device Manager Plus Standard, 50 мобильных устройств и одно рабочее место администратора",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-MDMSTD-TEAM-1Y-PACK-50MDEV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-netflow-analyzer-enterprise-10-interfaces-pack-with-2-users,"ManageEngine NetFlow Analyzer Enterprise, 10 интерфейсов и 2 пользователя",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-NETFLOWENT-TEAM-1Y-PACK-10IF2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-netflow-analyzer-professional-10-interfaces-pack-with-2-users,"ManageEngine NetFlow Analyzer Professional, 10 интерфейсов и 2 пользователя",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-NETFLOWPRO-TEAM-1Y-PACK-10IF2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-netflow-analyzer-standard-500-interfaces-pack-with-2-users,"ManageEngine NetFlow Analyzer Standard, 10 интерфейсов и 2 пользователя",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-NETFLOWSTD-TEAM-1Y-PACK-500IF2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-network-configuration-manager-enterprise-250-devices-pack-with-2-users,"ManageEngine Network Configuration Manager Enterprise, 10 устройств и 2 пользователя",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-NCMENT-TEAM-1Y-PACK-250DEV2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-network-configuration-manager-professional-10-devices-pack-with-2-users,"ManageEngine Network Configuration Manager Professional, 10 устройств и 2 пользователя",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-NCMPRO-TEAM-1Y-PACK-10DEV2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-opmanager-apm-plugin-10-monitors-apm-plugin,"ManageEngine OpManager, 10 наблюдаемых объектов дополнения APM",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-ADD-OPMGRAPM-TEAM-1Y-PACK-10MON,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-opmanager-msp-50-devices-pack-with-2-users,"ManageEngine OpManager MSP, 50 устройств и 2 пользователя",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-OPMGRMSP-TEAM-1Y-PACK-50DEV2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-opmanager-nexus-50-devices-pack-with-2-users-and-1-firewall,"ManageEngine OpManager Nexus, 50 устройств, 2 пользователя и 1 межсетевой экран",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-OPMGRNEXUS-TEAM-1Y-PACK-50DEV2USR1FW,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-opmanager-nexus-flow-interfaces-10-flow-interfaces,"ManageEngine OpManager Nexus, 10 интерфейсов сбора трафика",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-ADD-OPMGRNXFLOW-TEAM-1Y-PACK-10FLOW,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-opmanager-professional-10-devices-pack-with-2-users,"ManageEngine OpManager Professional, 10 устройств и 2 пользователя",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-OPMGRPRO-TEAM-1Y-PACK-10DEV2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-opmanager-standard-10-devices-pack-with-2-users,"ManageEngine OpManager Standard, 10 устройств и 2 пользователя",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-OPMGRSTD-TEAM-1Y-PACK-10DEV2USR,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-oputils-management-every-additional-250-used-ports-in-switch-po,"ManageEngine OpUtils, базовый пакет вендора",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-ADD-OPUTILSMGMT-TEAM-1Y-PACK-250PORT,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-oputils-professional-every-additional-250-used-ports-in-switch-po,"ManageEngine OpUtils Professional, базовый пакет вендора",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-ADD-OPUTILSPRO-TEAM-1Y-PACK-250PORT,Мониторинг и аналитика,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-os-deployer-enterprise-10-servers,"ManageEngine OS Deployer Enterprise, 10 серверов",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-OSDEPLOYENT-TEAM-1Y-PACK-10SRV,Рабочие места и устройства,0,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-os-deployer-professional-10-servers,"ManageEngine OS Deployer Professional, 10 серверов",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-OSDEPLOYPRO-TEAM-1Y-PACK-10SRV,Рабочие места и устройства,0,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-pam360-enterprise-10-administrators-and-25-keys,"ManageEngine PAM360 Enterprise, 10 администраторов",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PAM360ENT-TEAM-1Y-PACK-10ADM25KEY,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-pam360-enterprise-multi-language-10-administrators-and-25-keys,"ManageEngine PAM360 Enterprise, многоязычная версия, 10 администраторов",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PAM360ENT-TEAM-1Y-PACK-10ADM25KEYML,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-pam360-msp-enterprise-10-administrators-and-25-keys,"ManageEngine PAM360 MSP Enterprise, 10 администраторов",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PAM360MSPENT-TEAM-1Y-PACK-10ADM25KEY,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-pam360-msp-enterprise-multi-language-10-administrators-and-25-keys,"ManageEngine PAM360 MSP Enterprise, многоязычная версия, 10 администраторов",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PAM360MSPENT-TEAM-1Y-PACK-10ADM25KEYML,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-password-manager-pro-enterprise-10-administrators-and-10-keys,"ManageEngine Password Manager Pro Enterprise, 10 администраторов",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PMPENT-TEAM-1Y-PACK-10ADM10KEY,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-password-manager-pro-msp-enterprise-10-administrators-and-10-keys,"ManageEngine Password Manager Pro MSP Enterprise, 10 администраторов",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PMPMSPENT-TEAM-1Y-PACK-10ADM10KEY,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-password-manager-pro-msp-premium-5-administrators,"ManageEngine Password Manager Pro MSP Premium, 5 администраторов",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PMPMSPPREM-TEAM-1Y-PACK-5ADM,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-password-manager-pro-msp-standard-5-administrators,"ManageEngine Password Manager Pro MSP Standard, 5 администраторов",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PMPMSPSTD-TEAM-1Y-PACK-5ADM,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-password-manager-pro-premium-5-administrators,"ManageEngine Password Manager Pro Premium, 5 администраторов",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PMPPREM-TEAM-1Y-PACK-5ADM,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-password-manager-pro-standard-2-administrators,"ManageEngine Password Manager Pro Standard, 2 администратора",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PMPSTD-TEAM-1Y-PACK-2ADM,Учётные записи и доступ,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-patch-connect-plus-enterprise-250-computers,"ManageEngine Patch Connect Plus Enterprise, 250 компьютеров",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PATCHCONNENT-TEAM-1Y-PACK-250PC,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-patch-connect-plus-professional-250-computers,"ManageEngine Patch Connect Plus Professional, 250 компьютеров",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PATCHCONNPRO-TEAM-1Y-PACK-250PC,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-patch-connect-plus-standard-250-computers,"ManageEngine Patch Connect Plus Standard, 250 компьютеров",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PATCHCONNSTD-TEAM-1Y-PACK-250PC,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-patch-manager-plus-enterprise-10-servers-and-single-user-license,"ManageEngine Patch Manager Plus Enterprise, 10 серверов и одно рабочее место администратора",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PATCHMGRENT-TEAM-1Y-PACK-10SRV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-patch-manager-plus-professional-10-servers-and-single-user-license,"ManageEngine Patch Manager Plus Professional, 10 серверов и одно рабочее место администратора",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-PATCHMGRPRO-TEAM-1Y-PACK-10SRV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-ransomware-protection-plus-enterprise-10-servers,"ManageEngine Ransomware Protection Plus Enterprise, 10 серверов",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-RANSOMPROT-TEAM-1Y-PACK-10SRV,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-remote-access-plus-professional-25-computers-and-5-users,"ManageEngine Remote Access Plus Professional, 25 компьютеров и 5 специалистов поддержки",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-REMOTEACCPRO-TEAM-1Y-PACK-25PC5USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-remote-access-plus-standard-25-computers-and-5-users,"ManageEngine Remote Access Plus Standard, 25 компьютеров и 5 специалистов поддержки",Универсальный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-REMOTEACCSTD-TEAM-1Y-PACK-25PC5USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-rmm-central-enterprise-50-devices-with-1-user,"ManageEngine RMM Central Enterprise, 50 устройств и один специалист",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-RMMCTRLENT-TEAM-1Y-PACK-50DEV1USR,Рабочие места и устройства,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-servicedesk-plus-enterprise-2-technicians,"ManageEngine ServiceDesk Plus Enterprise, 2 технических специалиста",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-SDPENT-TEAM-1Y-PACK-2TECH,Сервис-деск и поддержка,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
me-servicedesk-plus-msp-enterprise-2-technicians-and-250-it-assets,"ManageEngine ServiceDesk Plus MSP Enterprise, 2 специалиста и 250 ИТ-активов",Командный план,Zoho,1 год,Рабочее место,1,ZOHO-LIC-SDPMSPENT-TEAM-1Y-PACK-2TECH250,Сервис-деск и поддержка,1,0,0,0,0,Что входит в план | Основные параметры | Как организовано взаимодействие | Подробно о продукте и условиях использования | Задать вопрос
